mean	delta	phaseL	phaseR	time	x	dx	dy	power_L	power_R
 387.857	   0.714	   0.900	   0.386	   8.260	   9.253	   0.771	  -0.139	 -34.555	-105.575
 390.000	   0.714	   0.900	   0.386	   7.450	  10.006	   1.250	  -0.072	 -13.886	 -61.102
 375.000	   1.429	   0.900	   0.386	   7.450	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.900	   0.386	   7.450	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.900	   0.386	   7.450	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.900	   0.386	   7.450	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.900	   0.386	   7.450	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.900	   0.386	   1.160	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   1.429	   0.900	   0.386	   3.920	   5.176	   1.283	  -0.065	 -81.239	 -33.241
 390.000	   1.429	   0.900	   0.386	   3.910	   5.477	   1.390	  -0.085	 -27.851	 -16.040
 375.000	   2.143	   0.900	   0.386	   3.910	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.900	   0.386	   3.910	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.900	   0.386	   3.910	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.900	   0.386	   3.910	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.900	   0.386	   3.910	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.900	   0.386	   3.910	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.143	   0.900	   0.386	   3.690	   4.669	   1.225	  -0.109	 -78.548	 -46.142
 390.000	   2.143	   0.900	   0.386	   3.820	   5.227	   1.351	  -0.121	 -29.460	 -22.301
 375.000	   2.857	   0.900	   0.386	   3.820	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.900	   0.386	   3.820	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.900	   0.386	   3.820	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.900	   0.386	   3.820	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.900	   0.386	   3.820	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.900	   0.386	   3.820	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.900	   0.386	   3.720	   4.506	   1.157	  -0.109	 -71.962	 -87.561
 390.000	   2.857	   0.900	   0.386	   3.600	   4.721	   1.289	  -0.082	 -33.006	 -48.937
 375.000	   3.571	   0.900	   0.386	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.900	   0.386	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.900	   0.386	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.900	   0.386	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.900	   0.386	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.900	   0.386	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   3.571	   0.900	   0.386	   1.150	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   3.571	   0.900	   0.386	   3.760	   4.750	   1.219	  -0.102	 -37.391	 -61.920
 375.000	   4.286	   0.900	   0.386	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.900	   0.386	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.900	   0.386	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.900	   0.386	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.900	   0.386	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.900	   0.386	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.900	   0.386	   1.140	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   4.286	   0.900	   0.386	   3.850	   4.688	   1.155	  -0.104	 -36.756	 -73.797
 375.000	   5.000	   0.900	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.900	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.900	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.900	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.900	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.900	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.900	   0.386	   1.110	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   5.000	   0.900	   0.386	   3.920	   4.547	   1.073	  -0.083	 -36.788	 -87.530
 375.000	   0.000	   0.000	   0.514	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.000	   0.514	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.000	   0.514	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.000	   0.514	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.000	   0.514	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.000	   0.514	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.000	   0.514	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.000	   0.514	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   0.714	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   0.714	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   1.429	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.000	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.000	   0.514	   1.150	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.000	   0.514	   5.290	   5.683	   0.843	  -0.063	 -75.712	-120.738
 387.857	   1.429	   0.000	   0.514	   5.250	   6.904	   1.241	  -0.084	 -43.514	 -55.987
 390.000	   1.429	   0.000	   0.514	   5.310	   7.520	   1.399	  -0.084	 -13.082	 -13.951
 375.000	   2.143	   0.000	   0.514	   5.310	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.000	   0.514	   5.310	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.000	   0.514	   5.310	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.000	   0.514	   5.310	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.000	   0.514	   2.430	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.000	   0.514	   5.240	   5.483	   0.788	  -0.129	-119.037	-116.691
 387.857	   2.143	   0.000	   0.514	   5.120	   6.662	   1.215	  -0.114	 -44.108	 -52.874
 390.000	   2.143	   0.000	   0.514	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   2.857	   0.000	   0.514	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.000	   0.514	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.000	   0.514	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.000	   0.514	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.000	   0.514	   2.460	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.000	   0.514	   2.500	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.000	   0.514	   5.080	   6.499	   1.174	  -0.111	 -67.901	 -48.964
 390.000	   2.857	   0.000	   0.514	   5.100	   7.026	   1.335	  -0.130	 -21.184	 -11.867
 375.000	   3.571	   0.000	   0.514	   5.100	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.000	   0.514	   5.100	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.000	   0.514	   5.100	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.000	   0.514	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.000	   0.514	   1.790	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.000	   0.514	   2.510	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   3.571	   0.000	   0.514	   5.110	   6.548	   1.171	  -0.122	 -63.061	 -36.246
 390.000	   3.571	   0.000	   0.514	   5.020	   6.800	   1.298	  -0.096	 -37.631	 -10.297
 375.000	   4.286	   0.000	   0.514	   5.020	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.000	   0.514	   5.020	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.000	   0.514	   5.020	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.000	   0.514	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.000	   0.514	   1.790	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.000	   0.514	   2.490	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.000	   0.514	   5.050	   6.547	   1.198	  -0.129	 -57.232	 -19.919
 390.000	   4.286	   0.000	   0.514	   5.150	   6.876	   1.258	  -0.121	 -39.665	  -8.508
 375.000	   5.000	   0.000	   0.514	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.000	   0.514	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.000	   0.514	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.000	   0.514	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.000	   0.514	   1.780	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.000	   0.514	   2.480	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.000	   0.514	   2.540	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   5.000	   0.000	   0.514	   5.180	   6.844	   1.232	  -0.114	 -41.395	  -5.192
 375.000	   0.000	   0.129	   0.514	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.129	   0.514	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.129	   0.514	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.129	   0.514	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.129	   0.514	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.129	   0.514	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.129	   0.514	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.129	   0.514	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.129	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.129	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.129	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.129	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.129	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.129	   0.514	   9.820	   8.335	   0.511	  -0.074	 -67.164	 -63.691
 387.857	   0.714	   0.129	   0.514	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   0.714	   0.129	   0.514	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   1.429	   0.129	   0.514	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.129	   0.514	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.129	   0.514	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.129	   0.514	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.129	   0.514	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.129	   0.514	   7.330	   7.178	   0.744	  -0.133	-197.660	 -82.744
 387.857	   1.429	   0.129	   0.514	   9.710	  11.149	   0.820	  -0.110	 -83.749	 -27.671
 390.000	   1.429	   0.129	   0.514	   8.980	  12.060	   1.210	  -0.091	 -61.349	  -8.123
 375.000	   2.143	   0.129	   0.514	   8.980	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.129	   0.514	   8.980	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.129	   0.514	   8.980	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.129	   0.514	   8.980	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.129	   0.514	   1.140	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.129	   0.514	   5.320	   5.880	   0.893	  -0.040	 -68.016	-118.189
 387.857	   2.143	   0.129	   0.514	   5.290	   6.991	   1.251	  -0.084	 -39.364	 -53.307
 390.000	   2.143	   0.129	   0.514	   5.290	   7.488	   1.397	  -0.097	 -13.077	 -13.058
 375.000	   2.857	   0.129	   0.514	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.129	   0.514	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.129	   0.514	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.129	   0.514	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.129	   0.514	   0.680	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.129	   0.514	   5.170	   5.710	   0.897	  -0.130	-100.362	-104.120
 387.857	   2.857	   0.129	   0.514	   5.170	   6.799	   1.238	  -0.112	 -37.944	 -50.164
 390.000	   2.857	   0.129	   0.514	   5.230	   7.358	   1.382	  -0.118	 -14.723	 -10.822
 375.000	   3.571	   0.129	   0.514	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.129	   0.514	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.129	   0.514	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.129	   0.514	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.129	   0.514	   0.670	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.129	   0.514	   5.020	   5.874	   1.017	  -0.118	 -83.689	 -61.278
 387.857	   3.571	   0.129	   0.514	   5.050	   6.551	   1.208	  -0.110	 -55.635	 -45.634
 390.000	   3.571	   0.129	   0.514	   5.150	   7.161	   1.355	  -0.134	 -16.710	  -9.152
 375.000	   4.286	   0.129	   0.514	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.129	   0.514	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.129	   0.514	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.129	   0.514	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.129	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.129	   0.514	   2.530	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.129	   0.514	   5.090	   6.633	   1.213	  -0.122	 -49.513	 -32.254
 390.000	   4.286	   0.129	   0.514	   4.890	   6.726	   1.338	  -0.058	 -28.024	  -5.137
 375.000	   5.000	   0.129	   0.514	   4.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.129	   0.514	   4.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.129	   0.514	   4.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.129	   0.514	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.129	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.129	   0.514	   2.520	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.129	   0.514	   5.100	   6.683	   1.220	  -0.125	 -40.279	 -20.373
 390.000	   5.000	   0.129	   0.514	   5.040	   6.879	   1.315	  -0.104	 -28.138	  -2.540
 375.000	   0.000	   0.257	   0.514	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.257	   0.514	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.257	   0.514	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.257	   0.514	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.257	   0.514	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.257	   0.514	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.257	   0.514	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.257	   0.514	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.257	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.257	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.257	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.257	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.257	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.257	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   0.714	   0.257	   0.514	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   0.714	   0.257	   0.514	   8.050	  11.241	   1.368	  -0.080	 -11.348	 -20.791
 375.000	   1.429	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   1.429	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   1.429	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   2.143	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.257	   0.514	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.257	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.257	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.143	   0.257	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   2.143	   0.257	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   2.857	   0.257	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.257	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.257	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.257	   0.514	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.257	   0.514	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.257	   0.514	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.257	   0.514	  10.360	  11.314	   0.650	  -0.069	 -54.603	-186.690
 390.000	   2.857	   0.257	   0.514	  10.450	  13.367	   1.072	   0.004	 -53.620	 -14.883
 375.000	   3.571	   0.257	   0.514	  10.450	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.257	   0.514	  10.450	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.257	   0.514	  10.450	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.257	   0.514	  10.450	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.257	   0.514	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.257	   0.514	   5.200	   6.217	   1.062	  -0.089	 -42.885	 -94.572
 387.857	   3.571	   0.257	   0.514	   5.330	   7.167	   1.293	  -0.064	 -30.792	 -44.393
